"IDFIRMA";"IDFAMILIA";"IDARTICULO";"TARIFA";"PRECIO"
"09";"03";"20000002";1;13,00 €
"09";"03";"20000002";2;13,50 €
"09";"03";"20000002";3;14,00 €
"09";"03";"20000002";4;14,02 €
"09";"03";"20000002";5;14,50 €
"09";"03";"20000002";6;15,00 €
"09";"03";"20000002";7;15,50 €
"09";"03";"20000002";8;16,00 €
"09";"03";"20000002";9;16,50 €
"09";"03";"20000002";10;17,00 €
"09";"03";"20000002";11;17,50 €
"09";"03";"20000002";12;18,00 €
"09";"03";"20000003";1;13,00 €
"09";"03";"20000003";2;13,50 €
"09";"03";"20000003";3;14,00 €
"09";"03";"20000003";4;14,02 €
"09";"03";"20000003";5;14,50 €
"09";"03";"20000003";6;15,00 €
"09";"03";"20000003";7;15,50 €
"09";"03";"20000003";8;16,00 €
"09";"03";"20000003";9;16,50 €
"09";"03";"20000003";10;17,00 €
"09";"03";"20000003";11;17,50 €
"09";"03";"20000003";12;18,00 €
"09";"03";"20000004";1;13,00 €
"09";"03";"20000004";2;13,50 €
"09";"03";"20000004";3;14,00 €
"09";"03";"20000004";4;14,02 €
"09";"03";"20000004";5;14,50 €
"09";"03";"20000004";6;15,00 €
"09";"03";"20000004";7;15,50 €
"09";"03";"20000004";8;16,00 €
"09";"03";"20000004";9;16,50 €
"09";"03";"20000004";10;17,00 €
"09";"03";"20000004";11;17,50 €
"09";"03";"20000004";12;18,00 €
"09";"03";"20000005";1;13,00 €
"09";"03";"20000005";2;13,50 €
"09";"03";"20000005";3;14,00 €
"09";"03";"20000005";4;14,02 €
"09";"03";"20000005";5;14,50 €
"09";"03";"20000005";6;15,00 €
"09";"03";"20000005";7;15,50 €
"09";"03";"20000005";8;16,00 €
"09";"03";"20000005";9;16,50 €
"09";"03";"20000005";10;17,00 €
"09";"03";"20000005";11;17,50 €
"09";"03";"20000005";12;18,00 €
"09";"03";"20000011";1;13,00 €
"09";"03";"20000011";2;13,50 €
"09";"03";"20000011";3;14,00 €
"09";"03";"20000011";4;14,02 €
"09";"03";"20000011";5;14,50 €
"09";"03";"20000011";6;15,00 €
"09";"03";"20000011";7;15,50 €
"09";"03";"20000011";8;16,00 €
"09";"03";"20000011";9;16,50 €
"09";"03";"20000011";10;17,00 €
"09";"03";"20000011";11;17,50 €
"09";"03";"20000011";12;18,00 €
"09";"03";"20000012";1;13,00 €
"09";"03";"20000012";2;13,50 €
"09";"03";"20000012";3;14,00 €
"09";"03";"20000012";4;14,02 €
"09";"03";"20000012";5;14,50 €
"09";"03";"20000012";6;15,00 €
"09";"03";"20000012";7;15,50 €
"09";"03";"20000012";8;16,00 €
"09";"03";"20000012";9;16,50 €
"09";"03";"20000012";10;17,00 €
"09";"03";"20000012";11;17,50 €
"09";"03";"20000012";12;18,00 €
"09";"03";"20000013";1;13,00 €
"09";"03";"20000013";2;13,50 €
"09";"03";"20000013";3;14,00 €
"09";"03";"20000013";4;14,02 €
"09";"03";"20000013";5;14,50 €
"09";"03";"20000013";6;15,00 €
"09";"03";"20000013";7;15,50 €
"09";"03";"20000013";8;16,00 €
"09";"03";"20000013";9;16,50 €
"09";"03";"20000013";10;17,00 €
"09";"03";"20000013";11;17,50 €
"09";"03";"20000013";12;18,00 €
"09";"03";"20000014";1;13,00 €
"09";"03";"20000014";2;13,50 €
"09";"03";"20000014";3;14,00 €
"09";"03";"20000014";4;14,02 €
"09";"03";"20000014";5;14,50 €
"09";"03";"20000014";6;15,00 €
"09";"03";"20000014";7;15,50 €
"09";"03";"20000014";8;16,00 €
"09";"03";"20000014";9;16,50 €
"09";"03";"20000014";10;17,00 €
"09";"03";"20000014";11;17,50 €
"09";"03";"20000014";12;18,00 €
"09";"03";"20000015";1;13,00 €
"09";"03";"20000015";2;13,50 €
"09";"03";"20000015";3;14,00 €
"09";"03";"20000015";4;14,02 €
"09";"03";"20000015";5;14,50 €
"09";"03";"20000015";6;15,00 €
"09";"03";"20000015";7;15,50 €
"09";"03";"20000015";8;16,00 €
"09";"03";"20000015";9;16,50 €
"09";"03";"20000015";10;17,00 €
"09";"03";"20000015";11;17,50 €
"09";"03";"20000015";12;18,00 €
"09";"03";"20000016";1;13,00 €
"09";"03";"20000016";2;13,50 €
"09";"03";"20000016";3;14,00 €
"09";"03";"20000016";4;14,02 €
"09";"03";"20000016";5;14,50 €
"09";"03";"20000016";6;15,00 €
"09";"03";"20000016";7;15,50 €
"09";"03";"20000016";8;16,00 €
"09";"03";"20000016";9;16,50 €
"09";"03";"20000016";10;17,00 €
"09";"03";"20000016";11;17,50 €
"09";"03";"20000016";12;18,00 €
"09";"03";"20000018";1;13,00 €
"09";"03";"20000018";2;13,50 €
"09";"03";"20000018";3;14,00 €
"09";"03";"20000018";4;14,02 €
"09";"03";"20000018";5;14,50 €
"09";"03";"20000018";6;15,00 €
"09";"03";"20000018";7;15,50 €
"09";"03";"20000018";8;16,00 €
"09";"03";"20000018";9;16,50 €
"09";"03";"20000018";10;17,00 €
"09";"03";"20000018";11;17,50 €
"09";"03";"20000018";12;18,00 €
"09";"03";"20000020";1;13,00 €
"09";"03";"20000020";2;13,50 €
"09";"03";"20000020";3;14,00 €
"09";"03";"20000020";4;14,02 €
"09";"03";"20000020";5;14,50 €
"09";"03";"20000020";6;15,00 €
"09";"03";"20000020";7;15,50 €
"09";"03";"20000020";8;16,00 €
"09";"03";"20000020";9;16,50 €
"09";"03";"20000020";10;17,00 €
"09";"03";"20000020";11;17,50 €
"09";"03";"20000020";12;18,00 €
"09";"03";"20000022";1;13,00 €
"09";"03";"20000022";2;13,50 €
"09";"03";"20000022";3;14,00 €
"09";"03";"20000022";4;14,02 €
"09";"03";"20000022";5;14,50 €
"09";"03";"20000022";6;15,00 €
"09";"03";"20000022";7;15,50 €
"09";"03";"20000022";8;16,00 €
"09";"03";"20000022";9;16,50 €
"09";"03";"20000022";10;17,00 €
"09";"03";"20000022";11;17,50 €
"09";"03";"20000022";12;18,00 €
"09";"03";"20000023";1;13,00 €
"09";"03";"20000023";2;13,50 €
"09";"03";"20000023";3;14,00 €
"09";"03";"20000023";4;14,02 €
"09";"03";"20000023";5;14,50 €
"09";"03";"20000023";6;15,00 €
"09";"03";"20000023";7;15,50 €
"09";"03";"20000023";8;16,00 €
"09";"03";"20000023";9;16,50 €
"09";"03";"20000023";10;17,00 €
"09";"03";"20000023";11;17,50 €
"09";"03";"20000023";12;18,00 €
"09";"03";"20000025";1;13,00 €
"09";"03";"20000025";2;13,50 €
"09";"03";"20000025";3;14,00 €
"09";"03";"20000025";4;14,02 €
"09";"03";"20000025";5;14,50 €
"09";"03";"20000025";6;15,00 €
"09";"03";"20000025";7;15,50 €
"09";"03";"20000025";8;16,00 €
"09";"03";"20000025";9;16,50 €
"09";"03";"20000025";10;17,00 €
"09";"03";"20000025";11;17,50 €
"09";"03";"20000025";12;18,00 €
"09";"03";"20000026";1;13,00 €
"09";"03";"20000026";2;13,50 €
"09";"03";"20000026";3;14,00 €
"09";"03";"20000026";4;14,02 €
"09";"03";"20000026";5;14,50 €
"09";"03";"20000026";6;15,00 €
"09";"03";"20000026";7;15,50 €
"09";"03";"20000026";8;16,00 €
"09";"03";"20000026";9;16,50 €
"09";"03";"20000026";10;17,00 €
"09";"03";"20000026";11;17,50 €
"09";"03";"20000026";12;18,00 €
"09";"03";"20000027";1;13,00 €
"09";"03";"20000027";2;13,50 €
"09";"03";"20000027";3;14,00 €
"09";"03";"20000027";4;14,02 €
"09";"03";"20000027";5;14,50 €
"09";"03";"20000027";6;15,00 €
"09";"03";"20000027";7;15,50 €
"09";"03";"20000027";8;16,00 €
"09";"03";"20000027";9;16,50 €
"09";"03";"20000027";10;17,00 €
"09";"03";"20000027";11;17,50 €
"09";"03";"20000027";12;18,00 €
"09";"03";"20000028";1;13,00 €
"09";"03";"20000028";2;13,50 €
"09";"03";"20000028";3;14,00 €
"09";"03";"20000028";4;14,02 €
"09";"03";"20000028";5;14,50 €
"09";"03";"20000028";6;15,00 €
"09";"03";"20000028";7;15,50 €
"09";"03";"20000028";8;16,00 €
"09";"03";"20000028";9;16,50 €
"09";"03";"20000028";10;17,00 €
"09";"03";"20000028";11;17,50 €
"09";"03";"20000028";12;18,00 €
"09";"03";"20000029";1;13,00 €
"09";"03";"20000029";2;13,50 €
"09";"03";"20000029";3;14,00 €
"09";"03";"20000029";4;14,02 €
"09";"03";"20000029";5;14,50 €
"09";"03";"20000029";6;15,00 €
"09";"03";"20000029";7;15,50 €
"09";"03";"20000029";8;16,00 €
"09";"03";"20000029";9;16,50 €
"09";"03";"20000029";10;17,00 €
"09";"03";"20000029";11;17,50 €
"09";"03";"20000029";12;18,00 €
"09";"03";"20000031";1;13,00 €
"09";"03";"20000031";2;13,50 €
"09";"03";"20000031";3;14,00 €
"09";"03";"20000031";4;14,02 €
"09";"03";"20000031";5;14,50 €
"09";"03";"20000031";6;15,00 €
"09";"03";"20000031";7;15,50 €
"09";"03";"20000031";8;16,00 €
"09";"03";"20000031";9;16,50 €
"09";"03";"20000031";10;17,00 €
"09";"03";"20000031";11;17,50 €
"09";"03";"20000031";12;18,00 €
"09";"03";"20000032";1;13,00 €
"09";"03";"20000032";2;13,50 €
"09";"03";"20000032";3;14,00 €
"09";"03";"20000032";4;14,02 €
"09";"03";"20000032";5;14,50 €
"09";"03";"20000032";6;15,00 €
"09";"03";"20000032";7;15,50 €
"09";"03";"20000032";8;16,00 €
"09";"03";"20000032";9;16,50 €
"09";"03";"20000032";10;17,00 €
"09";"03";"20000032";11;17,50 €
"09";"03";"20000032";12;18,00 €
"09";"03";"20000034";1;13,00 €
"09";"03";"20000034";2;13,50 €
"09";"03";"20000034";3;14,00 €
"09";"03";"20000034";4;14,02 €
"09";"03";"20000034";5;14,50 €
"09";"03";"20000034";6;15,00 €
"09";"03";"20000034";7;15,50 €
"09";"03";"20000034";8;16,00 €
"09";"03";"20000034";9;16,50 €
"09";"03";"20000034";10;17,00 €
"09";"03";"20000034";11;17,50 €
"09";"03";"20000034";12;18,00 €
"09";"03";"20000035";1;13,00 €
"09";"03";"20000035";2;13,50 €
"09";"03";"20000035";3;14,00 €
"09";"03";"20000035";4;14,02 €
"09";"03";"20000035";5;14,50 €
"09";"03";"20000035";6;15,00 €
"09";"03";"20000035";7;15,50 €
"09";"03";"20000035";8;16,00 €
"09";"03";"20000035";9;16,50 €
"09";"03";"20000035";10;17,00 €
"09";"03";"20000035";11;17,50 €
"09";"03";"20000035";12;18,00 €
"09";"03";"20000038";1;13,00 €
"09";"03";"20000038";2;13,50 €
"09";"03";"20000038";3;14,00 €
"09";"03";"20000038";4;14,02 €
"09";"03";"20000038";5;14,50 €
"09";"03";"20000038";6;15,00 €
"09";"03";"20000038";7;15,50 €
"09";"03";"20000038";8;16,00 €
"09";"03";"20000038";9;16,50 €
"09";"03";"20000038";10;17,00 €
"09";"03";"20000038";11;17,50 €
"09";"03";"20000038";12;18,00 €
"09";"03";"20000039";1;13,00 €
"09";"03";"20000039";2;13,50 €
"09";"03";"20000039";3;14,00 €
"09";"03";"20000039";4;14,02 €
"09";"03";"20000039";5;14,50 €
"09";"03";"20000039";6;15,00 €
"09";"03";"20000039";7;15,50 €
"09";"03";"20000039";8;16,00 €
"09";"03";"20000039";9;16,50 €
"09";"03";"20000039";10;17,00 €
"09";"03";"20000039";11;17,50 €
"09";"03";"20000039";12;18,00 €
"09";"03";"20000040";1;13,00 €
"09";"03";"20000040";2;13,50 €
"09";"03";"20000040";3;14,00 €
"09";"03";"20000040";4;14,02 €
"09";"03";"20000040";5;14,50 €
"09";"03";"20000040";6;15,00 €
"09";"03";"20000040";7;15,50 €
"09";"03";"20000040";8;16,00 €
"09";"03";"20000040";9;16,50 €
"09";"03";"20000040";10;17,00 €
"09";"03";"20000040";11;17,50 €
"09";"03";"20000040";12;18,00 €
"09";"03";"20000041";1;13,00 €
"09";"03";"20000041";2;13,50 €
"09";"03";"20000041";3;14,00 €
"09";"03";"20000041";4;14,02 €
"09";"03";"20000041";5;14,50 €
"09";"03";"20000041";6;15,00 €
"09";"03";"20000041";7;15,50 €
"09";"03";"20000041";8;16,00 €
"09";"03";"20000041";9;16,50 €
"09";"03";"20000041";10;17,00 €
"09";"03";"20000041";11;17,50 €
"09";"03";"20000041";12;18,00 €
"09";"03";"20000042";1;13,00 €
"09";"03";"20000042";2;13,50 €
"09";"03";"20000042";3;14,00 €
"09";"03";"20000042";4;14,02 €
"09";"03";"20000042";5;14,50 €
"09";"03";"20000042";6;15,00 €
"09";"03";"20000042";7;15,50 €
"09";"03";"20000042";8;16,00 €
"09";"03";"20000042";9;16,50 €
"09";"03";"20000042";10;17,00 €
"09";"03";"20000042";11;17,50 €
"09";"03";"20000042";12;18,00 €
"09";"03";"20000043";1;13,00 €
"09";"03";"20000043";2;13,50 €
"09";"03";"20000043";3;14,00 €
"09";"03";"20000043";4;14,02 €
"09";"03";"20000043";5;14,50 €
"09";"03";"20000043";6;15,00 €
"09";"03";"20000043";7;15,50 €
"09";"03";"20000043";8;16,00 €
"09";"03";"20000043";9;16,50 €
"09";"03";"20000043";10;17,00 €
"09";"03";"20000043";11;17,50 €
"09";"03";"20000043";12;18,00 €
"09";"03";"20000044";1;13,00 €
"09";"03";"20000044";2;13,50 €
"09";"03";"20000044";3;14,00 €
"09";"03";"20000044";4;14,02 €
"09";"03";"20000044";5;14,50 €
"09";"03";"20000044";6;15,00 €
"09";"03";"20000044";7;15,50 €
"09";"03";"20000044";8;16,00 €
"09";"03";"20000044";9;16,50 €
"09";"03";"20000044";10;17,00 €
"09";"03";"20000044";11;17,50 €
"09";"03";"20000044";12;18,00 €
"09";"03";"20000045";1;13,00 €
"09";"03";"20000045";2;13,50 €
"09";"03";"20000045";3;14,00 €
"09";"03";"20000045";4;14,02 €
"09";"03";"20000045";5;14,50 €
"09";"03";"20000045";6;15,00 €
"09";"03";"20000045";7;15,50 €
"09";"03";"20000045";8;16,00 €
"09";"03";"20000045";9;16,50 €
"09";"03";"20000045";10;17,00 €
"09";"03";"20000045";11;17,50 €
"09";"03";"20000045";12;18,00 €
"09";"03";"20000046";1;13,00 €
"09";"03";"20000046";2;13,50 €
"09";"03";"20000046";3;14,00 €
"09";"03";"20000046";4;14,02 €
"09";"03";"20000046";5;14,50 €
"09";"03";"20000046";6;15,00 €
"09";"03";"20000046";7;15,50 €
"09";"03";"20000046";8;16,00 €
"09";"03";"20000046";9;16,50 €
"09";"03";"20000046";10;17,00 €
"09";"03";"20000046";11;17,50 €
"09";"03";"20000046";12;18,00 €
"09";"03";"20000048";1;13,00 €
"09";"03";"20000048";2;13,50 €
"09";"03";"20000048";3;14,00 €
"09";"03";"20000048";4;14,02 €
"09";"03";"20000048";5;14,50 €
"09";"03";"20000048";6;15,00 €
"09";"03";"20000048";7;15,50 €
"09";"03";"20000048";8;16,00 €
"09";"03";"20000048";9;16,50 €
"09";"03";"20000048";10;17,00 €
"09";"03";"20000048";11;17,50 €
"09";"03";"20000048";12;18,00 €
"09";"03";"20000050";1;13,00 €
"09";"03";"20000050";2;13,50 €
"09";"03";"20000050";3;14,00 €
"09";"03";"20000050";4;14,02 €
"09";"03";"20000050";5;14,50 €
"09";"03";"20000050";6;15,00 €
"09";"03";"20000050";7;15,50 €
"09";"03";"20000050";8;16,00 €
"09";"03";"20000050";9;16,50 €
"09";"03";"20000050";10;17,00 €
"09";"03";"20000050";11;17,50 €
"09";"03";"20000050";12;18,00 €
"09";"03";"20000051";1;13,00 €
"09";"03";"20000051";2;13,50 €
"09";"03";"20000051";3;14,00 €
"09";"03";"20000051";4;14,02 €
"09";"03";"20000051";5;14,50 €
"09";"03";"20000051";6;15,00 €
"09";"03";"20000051";7;15,50 €
"09";"03";"20000051";8;16,00 €
"09";"03";"20000051";9;16,50 €
"09";"03";"20000051";10;17,00 €
"09";"03";"20000051";11;17,50 €
"09";"03";"20000051";12;18,00 €
"09";"03";"20000052";1;13,00 €
"09";"03";"20000052";2;13,50 €
"09";"03";"20000052";3;14,00 €
"09";"03";"20000052";4;14,02 €
"09";"03";"20000052";5;14,50 €
"09";"03";"20000052";6;15,00 €
"09";"03";"20000052";7;15,50 €
"09";"03";"20000052";8;16,00 €
"09";"03";"20000052";9;16,50 €
"09";"03";"20000052";10;17,00 €
"09";"03";"20000052";11;17,50 €
"09";"03";"20000052";12;18,00 €
"09";"03";"20000053";1;13,00 €
"09";"03";"20000053";2;13,50 €
"09";"03";"20000053";3;14,00 €
"09";"03";"20000053";4;14,02 €
"09";"03";"20000053";5;14,50 €
"09";"03";"20000053";6;15,00 €
"09";"03";"20000053";7;15,50 €
"09";"03";"20000053";8;16,00 €
"09";"03";"20000053";9;16,50 €
"09";"03";"20000053";10;17,00 €
"09";"03";"20000053";11;17,50 €
"09";"03";"20000053";12;18,00 €
"09";"03";"20000054";1;13,00 €
"09";"03";"20000054";2;13,50 €
"09";"03";"20000054";3;14,00 €
"09";"03";"20000054";4;14,02 €
"09";"03";"20000054";5;14,50 €
"09";"03";"20000054";6;15,00 €
"09";"03";"20000054";7;15,50 €
"09";"03";"20000054";8;16,00 €
"09";"03";"20000054";9;16,50 €
"09";"03";"20000054";10;17,00 €
"09";"03";"20000054";11;17,50 €
"09";"03";"20000054";12;18,00 €
"09";"03";"20000055";1;13,00 €
"09";"03";"20000055";2;13,50 €
"09";"03";"20000055";3;14,00 €
"09";"03";"20000055";4;14,02 €
"09";"03";"20000055";5;14,50 €
"09";"03";"20000055";6;15,00 €
"09";"03";"20000055";7;15,50 €
"09";"03";"20000055";8;16,00 €
"09";"03";"20000055";9;16,50 €
"09";"03";"20000055";10;17,00 €
"09";"03";"20000055";11;17,50 €
"09";"03";"20000055";12;18,00 €
"09";"03";"20000056";1;13,00 €
"09";"03";"20000056";2;13,50 €
"09";"03";"20000056";3;14,00 €
"09";"03";"20000056";4;14,02 €
"09";"03";"20000056";5;14,50 €
"09";"03";"20000056";6;15,00 €
"09";"03";"20000056";7;15,50 €
"09";"03";"20000056";8;16,00 €
"09";"03";"20000056";9;16,50 €
"09";"03";"20000056";10;17,00 €
"09";"03";"20000056";11;17,50 €
"09";"03";"20000056";12;18,00 €
"09";"03";"20000057";1;13,00 €
"09";"03";"20000057";2;13,50 €
"09";"03";"20000057";3;14,00 €
"09";"03";"20000057";4;14,02 €
"09";"03";"20000057";5;14,50 €
"09";"03";"20000057";6;15,00 €
"09";"03";"20000057";7;15,50 €
"09";"03";"20000057";8;16,00 €
"09";"03";"20000057";9;16,50 €
"09";"03";"20000057";10;17,00 €
"09";"03";"20000057";11;17,50 €
"09";"03";"20000057";12;18,00 €
"09";"03";"20000058";1;13,00 €
"09";"03";"20000058";2;13,50 €
"09";"03";"20000058";3;14,00 €
"09";"03";"20000058";4;14,02 €
"09";"03";"20000058";5;14,50 €
"09";"03";"20000058";6;15,00 €
"09";"03";"20000058";7;15,50 €
"09";"03";"20000058";8;16,00 €
"09";"03";"20000058";9;16,50 €
"09";"03";"20000058";10;17,00 €
"09";"03";"20000058";11;17,50 €
"09";"03";"20000058";12;18,00 €
"09";"03";"20000059";1;13,00 €
"09";"03";"20000059";2;13,50 €
"09";"03";"20000059";3;14,00 €
"09";"03";"20000059";4;14,02 €
"09";"03";"20000059";5;14,50 €
"09";"03";"20000059";6;15,00 €
"09";"03";"20000059";7;15,50 €
"09";"03";"20000059";8;16,00 €
"09";"03";"20000059";9;16,50 €
"09";"03";"20000059";10;17,00 €
"09";"03";"20000059";11;17,50 €
"09";"03";"20000059";12;18,00 €
"09";"03";"20000061";1;13,00 €
"09";"03";"20000061";2;13,50 €
"09";"03";"20000061";3;14,00 €
"09";"03";"20000061";4;14,02 €
"09";"03";"20000061";5;14,50 €
"09";"03";"20000061";6;15,00 €
"09";"03";"20000061";7;15,50 €
"09";"03";"20000061";8;16,00 €
"09";"03";"20000061";9;16,50 €
"09";"03";"20000061";10;17,00 €
"09";"03";"20000061";11;17,50 €
"09";"03";"20000061";12;18,00 €
"09";"03";"20000062";1;13,00 €
"09";"03";"20000062";2;13,50 €
"09";"03";"20000062";3;14,00 €
"09";"03";"20000062";4;14,02 €
"09";"03";"20000062";5;14,50 €
"09";"03";"20000062";6;15,00 €
"09";"03";"20000062";7;15,50 €
"09";"03";"20000062";8;16,00 €
"09";"03";"20000062";9;16,50 €
"09";"03";"20000062";10;17,00 €
"09";"03";"20000062";11;17,50 €
"09";"03";"20000062";12;18,00 €
"09";"03";"20000063";1;13,00 €
"09";"03";"20000063";2;13,50 €
"09";"03";"20000063";3;14,00 €
"09";"03";"20000063";4;14,02 €
"09";"03";"20000063";5;14,50 €
"09";"03";"20000063";6;15,00 €
"09";"03";"20000063";7;15,50 €
"09";"03";"20000063";8;16,00 €
"09";"03";"20000063";9;16,50 €
"09";"03";"20000063";10;17,00 €
"09";"03";"20000063";11;17,50 €
"09";"03";"20000063";12;18,00 €
"09";"03";"20000064";1;13,00 €
"09";"03";"20000064";2;13,50 €
"09";"03";"20000064";3;14,00 €
"09";"03";"20000064";4;14,02 €
"09";"03";"20000064";5;14,50 €
"09";"03";"20000064";6;15,00 €
"09";"03";"20000064";7;15,50 €
"09";"03";"20000064";8;16,00 €
"09";"03";"20000064";9;16,50 €
"09";"03";"20000064";10;17,00 €
"09";"03";"20000064";11;17,50 €
"09";"03";"20000064";12;18,00 €
"09";"03";"20000065";1;13,00 €
"09";"03";"20000065";2;13,50 €
"09";"03";"20000065";3;14,00 €
"09";"03";"20000065";4;14,02 €
"09";"03";"20000065";5;14,50 €
"09";"03";"20000065";6;15,00 €
"09";"03";"20000065";7;15,50 €
"09";"03";"20000065";8;16,00 €
"09";"03";"20000065";9;16,50 €
"09";"03";"20000065";10;17,00 €
"09";"03";"20000065";11;17,50 €
"09";"03";"20000065";12;18,00 €
"09";"03";"20000066";1;13,00 €
"09";"03";"20000066";2;13,50 €
"09";"03";"20000066";3;14,00 €
"09";"03";"20000066";4;14,02 €
"09";"03";"20000066";5;14,50 €
"09";"03";"20000066";6;15,00 €
"09";"03";"20000066";7;15,50 €
"09";"03";"20000066";8;16,00 €
"09";"03";"20000066";9;16,50 €
"09";"03";"20000066";10;17,00 €
"09";"03";"20000066";11;17,50 €
"09";"03";"20000066";12;18,00 €
"09";"03";"20000067";1;13,00 €
"09";"03";"20000067";2;13,50 €
"09";"03";"20000067";3;14,00 €
"09";"03";"20000067";4;14,02 €
"09";"03";"20000067";5;14,50 €
"09";"03";"20000067";6;15,00 €
"09";"03";"20000067";7;15,50 €
"09";"03";"20000067";8;16,00 €
"09";"03";"20000067";9;16,50 €
"09";"03";"20000067";10;17,00 €
"09";"03";"20000067";11;17,50 €
"09";"03";"20000067";12;18,00 €
"09";"03";"20000068";1;13,00 €
"09";"03";"20000068";2;13,50 €
"09";"03";"20000068";3;14,00 €
"09";"03";"20000068";4;14,02 €
"09";"03";"20000068";5;14,50 €
"09";"03";"20000068";6;15,00 €
"09";"03";"20000068";7;15,50 €
"09";"03";"20000068";8;16,00 €
"09";"03";"20000068";9;16,50 €
"09";"03";"20000068";10;17,00 €
"09";"03";"20000068";11;17,50 €
"09";"03";"20000068";12;18,00 €
"09";"03";"20000069";1;13,00 €
"09";"03";"20000069";2;13,50 €
"09";"03";"20000069";3;14,00 €
"09";"03";"20000069";4;14,02 €
"09";"03";"20000069";5;14,50 €
"09";"03";"20000069";6;15,00 €
"09";"03";"20000069";7;15,50 €
"09";"03";"20000069";8;16,00 €
"09";"03";"20000069";9;16,50 €
"09";"03";"20000069";10;17,00 €
"09";"03";"20000069";11;17,50 €
"09";"03";"20000069";12;18,00 €
"09";"03";"20000070";1;13,00 €
"09";"03";"20000070";2;13,50 €
"09";"03";"20000070";3;14,00 €
"09";"03";"20000070";4;14,02 €
"09";"03";"20000070";5;14,50 €
"09";"03";"20000070";6;15,00 €
"09";"03";"20000070";7;15,50 €
"09";"03";"20000070";8;16,00 €
"09";"03";"20000070";9;16,50 €
"09";"03";"20000070";10;17,00 €
"09";"03";"20000070";11;17,50 €
"09";"03";"20000070";12;18,00 €
"09";"03";"20000071";1;13,00 €
"09";"03";"20000071";2;13,50 €
"09";"03";"20000071";3;14,00 €
"09";"03";"20000071";4;14,02 €
"09";"03";"20000071";5;14,50 €
"09";"03";"20000071";6;15,00 €
"09";"03";"20000071";7;15,50 €
"09";"03";"20000071";8;16,00 €
"09";"03";"20000071";9;16,50 €
"09";"03";"20000071";10;17,00 €
"09";"03";"20000071";11;17,50 €
"09";"03";"20000071";12;18,00 €
"09";"03";"20000072";1;13,00 €
"09";"03";"20000072";2;13,50 €
"09";"03";"20000072";3;14,00 €
"09";"03";"20000072";4;14,02 €
"09";"03";"20000072";5;14,50 €
"09";"03";"20000072";6;15,00 €
"09";"03";"20000072";7;15,50 €
"09";"03";"20000072";8;16,00 €
"09";"03";"20000072";9;16,50 €
"09";"03";"20000072";10;17,00 €
"09";"03";"20000072";11;17,50 €
"09";"03";"20000072";12;18,00 €
"09";"03";"20000073";1;13,00 €
"09";"03";"20000073";2;13,50 €
"09";"03";"20000073";3;14,00 €
"09";"03";"20000073";4;14,02 €
"09";"03";"20000073";5;14,50 €
"09";"03";"20000073";6;15,00 €
"09";"03";"20000073";7;15,50 €
"09";"03";"20000073";8;16,00 €
"09";"03";"20000073";9;16,50 €
"09";"03";"20000073";10;17,00 €
"09";"03";"20000073";11;17,50 €
"09";"03";"20000073";12;18,00 €
"09";"03";"20000077";1;13,00 €
"09";"03";"20000077";2;13,50 €
"09";"03";"20000077";3;14,00 €
"09";"03";"20000077";4;14,02 €
"09";"03";"20000077";5;14,50 €
"09";"03";"20000077";6;15,00 €
"09";"03";"20000077";7;15,50 €
"09";"03";"20000077";8;16,00 €
"09";"03";"20000077";9;16,50 €
"09";"03";"20000077";10;17,00 €
"09";"03";"20000077";11;17,50 €
"09";"03";"20000077";12;18,00 €
"09";"03";"20000078";1;13,00 €
"09";"03";"20000078";2;13,50 €
"09";"03";"20000078";3;14,00 €
"09";"03";"20000078";4;14,02 €
"09";"03";"20000078";5;14,50 €
"09";"03";"20000078";6;15,00 €
"09";"03";"20000078";7;15,50 €
"09";"03";"20000078";8;16,00 €
"09";"03";"20000078";9;16,50 €
"09";"03";"20000078";10;17,00 €
"09";"03";"20000078";11;17,50 €
"09";"03";"20000078";12;18,00 €
"09";"03";"20000079";1;13,00 €
"09";"03";"20000079";2;13,50 €
"09";"03";"20000079";3;14,00 €
"09";"03";"20000079";4;14,02 €
"09";"03";"20000079";5;14,50 €
"09";"03";"20000079";6;15,00 €
"09";"03";"20000079";7;15,50 €
"09";"03";"20000079";8;16,00 €
"09";"03";"20000079";9;16,50 €
"09";"03";"20000079";10;17,00 €
"09";"03";"20000079";11;17,50 €
"09";"03";"20000079";12;18,00 €
"09";"03";"20000080";1;13,00 €
"09";"03";"20000080";2;13,50 €
"09";"03";"20000080";3;14,00 €
"09";"03";"20000080";4;14,02 €
"09";"03";"20000080";5;14,50 €
"09";"03";"20000080";6;15,00 €
"09";"03";"20000080";7;15,50 €
"09";"03";"20000080";8;16,00 €
"09";"03";"20000080";9;16,50 €
"09";"03";"20000080";10;17,00 €
"09";"03";"20000080";11;17,50 €
"09";"03";"20000080";12;18,00 €
"09";"03";"20000081";1;13,00 €
"09";"03";"20000081";2;13,50 €
"09";"03";"20000081";3;14,00 €
"09";"03";"20000081";4;14,02 €
"09";"03";"20000081";5;14,50 €
"09";"03";"20000081";6;15,00 €
"09";"03";"20000081";7;15,50 €
"09";"03";"20000081";8;16,00 €
"09";"03";"20000081";9;16,50 €
"09";"03";"20000081";10;17,00 €
"09";"03";"20000081";11;17,50 €
"09";"03";"20000081";12;18,00 €
"09";"03";"20000084";1;13,00 €
"09";"03";"20000084";2;13,50 €
